Price,Close,High,Low,Open,Volume
Ticker,ERIC-B.ST,ERIC-B.ST,ERIC-B.ST,ERIC-B.ST,ERIC-B.ST
Date,,,,,
2015-12-09,58.66889572143555,59.98014174328621,58.21932108353784,59.79282088302183,10652366
2015-12-10,58.29423904418945,59.11844947456694,58.1069182319865,58.519020588886484,7060548
2015-12-11,57.32017135620117,58.256775463328644,57.1703169856919,58.219309012412424,10713745
2015-12-14,56.45849609375,57.99452916121708,56.42103535831054,57.54496031989778,9570214
2015-12-15,57.43256759643555,57.54496123770247,56.42103625818936,56.720745012797074,8055731
2015-12-16,58.51903533935547,59.380712436001254,57.58243104225766,57.73229115974069,8072405
2015-12-17,59.11845397949219,59.867737285400636,58.96859388836372,59.38070199324455,7835447
2015-12-18,58.93113708496094,59.45563314746059,58.481568214735766,58.5939561448583,8015785
2015-12-21,60.654476165771484,63.68907558312798,60.654476165771484,61.441225856664644,14389470
2015-12-22,60.055057525634766,61.47869693627918,59.98013033909093,60.87926801077272,9036390
2015-12-23,61.59109115600586,61.62855761139798,60.31731170477249,60.31731170477249,6638735
2015-12-28,61.06659698486328,61.81588038345056,60.99166978832029,61.21645137794928,4180487
2015-12-29,61.890804290771484,61.96573148333243,61.17898738657495,61.21644812456624,41376570
2015-12-30,61.6660270690918,62.340377566353865,61.44123975895193,62.00320231772283,6706639
2016-01-04,59.56801986694336,60.69194477009324,59.38069904975171,60.69194477009324,6655286
2016-01-05,59.6429557800293,60.99166814784187,59.5305621299485,60.879274497761074,3646024
2016-01-07,58.06945037841797,58.40662554559719,56.458490289120576,58.069450378417976,14676629
2016-01-08,58.593955993652344,59.34323934762016,58.181853578917035,58.29424722532787,7105833
2016-01-11,58.48155212402344,59.11844165798911,57.882123317598825,58.21929844835219,8602107
2016-01-12,58.81874465942383,59.56802803088146,58.29424858603487,58.63142381655942,6849895
2016-01-13,59.343238830566406,60.017594986577485,58.96859715684673,59.568026121429526,5859202
2016-01-14,58.444095611572266,58.70634361523172,57.4700250647483,58.444095611572266,8137585
2016-01-15,55.10978698730469,58.06945362749428,54.92246616915148,57.43256398908892,14785774
2016-01-18,56.720741271972656,58.06945344506987,55.93399726814735,56.00892445185771,9933441
2016-01-19,57.732269287109375,58.63140678504159,57.35762771020815,57.619875670723644,10607266
2016-01-20,55.97146987915039,56.57089890919059,55.222186449889584,55.74668828031948,14103658
2016-01-21,56.27116394042969,56.42102400175725,54.884991243466374,55.52188078352229,10555307
2016-01-22,60.055057525634766,60.09251826061773,57.65734754018682,57.69481399174769,13586407
2016-01-25,59.980125427246094,60.87926302529642,59.60548380862888,60.54208785517191,9948410
2016-01-26,61.51615905761719,61.74094633889249,59.15591547053863,59.19338192294386,11582820
2016-01-27,57.657344818115234,62.64007966184093,57.24524245329104,62.5651524788345,31434384
2016-01-28,55.70921325683594,58.294244120280034,55.33457159980735,57.694815182403076,17173683
2016-01-29,56.495967864990234,56.72074944852459,55.10979475850358,56.68328870955813,11510135
2016-02-01,55.671756744384766,57.582425910228686,55.14725495480879,56.7582153455561,10207415
2016-02-02,54.92247009277344,55.78414134457321,54.54782842970289,55.44696613444096,6975259
2016-02-03,55.25963592529297,56.45848790035678,54.62274634946943,54.99738794896294,9226094
2016-02-04,56.0838623046875,56.49597046835844,54.95993718548904,56.15878950265164,9896197
2016-02-05,55.671756744384766,56.5708945028315,55.671756744384766,56.00893197465768,8646998
2016-02-08,53.948402404785156,56.5708941883511,53.873475211427525,55.709217173292316,10889785
2016-02-09,53.948402404785156,54.660219316550254,52.93687100301111,54.13572324646844,8169221
2016-02-10,54.92247009277344,55.334572492204174,53.57375781908822,54.32304114522932,8514401
2016-02-11,53.23658752441406,54.323046161002665,53.1991210680164,54.323046161002665,11678179
2016-02-12,54.73515701293945,54.73515701293945,53.57376540631093,53.723619806130586,9637895
2016-02-15,57.09539031982422,57.09539031982421,55.82161088163965,55.93400453008615,7538409
2016-02-16,57.20778274536133,57.694818067166054,56.83314106960051,57.320176391405234,9566714
2016-02-17,58.29423904418945,58.44409340732081,56.758206097494245,57.544955795377646,8766962
2016-02-18,58.51903533935547,59.230858035097185,57.994539219612285,58.44410813890344,6146553
2016-02-19,58.10693359375,59.006071443398746,57.95707347442252,58.556502518574376,8156624
2016-02-22,59.530555725097656,59.530555725097656,58.668884505867986,58.856205330322766,5514296
2016-02-23,58.74380874633789,59.45562555693735,58.5939486643428,59.45562555693735,6769424
2016-02-24,57.732269287109375,58.78126112917136,57.50748205433792,58.78126112917136,45405457
2016-02-25,59.26831817626953,59.26831817626954,57.769751316103026,58.593961945878824,8950196
2016-02-26,58.8936653137207,60.392231890235614,58.51902366959197,59.71787578748834,8632195
2016-02-29,59.3057861328125,59.455640535983775,58.06946729862278,58.66889634446599,6246496
2016-03-01,60.055057525634766,60.20491189872243,58.78127248807801,59.38070141358447,5839839
2016-03-02,59.792816162109375,60.6544874780295,59.343241559707614,60.2423850479326,6104520
2016-03-03,59.26831817626953,60.31731612170187,58.96860366092045,60.16746172231678,5129063
2016-03-04,59.23086166381836,59.568036944798706,58.55650538527836,59.41818253471396,8708946
2016-03-07,59.193382263183594,59.3432366405098,58.78127415066945,58.96859498061623,6769380
2016-03-08,58.78128433227539,59.230858975281706,58.519036268241074,59.043538112888754,5521770
2016-03-09,58.66889572143555,59.00607098327984,58.29425400090679,58.66889572143555,5813370
2016-03-10,57.69481658935547,58.93113523101443,57.58242294619044,58.593954301519354,9428395
2016-03-11,58.968589782714844,59.118449863409396,57.99452498279925,58.444093791727795,6881865
2016-03-14,59.23086166381836,59.49310973975633,58.85621992202717,59.41818253471396,6117678
2016-03-15,59.04353332519531,59.305781367964585,58.70635237028174,58.818746021919594,4870464
2016-03-16,59.23086166381836,59.755357815694296,58.55650538527836,59.38071607390311,6663447
2016-03-17,59.41815948486328,59.680407459068434,58.33169542518894,59.568013836815624,8132477
2016-03-18,60.69194030761719,60.69194030761719,59.155907432954,59.83026346857631,11631789
2016-03-21,59.83026123046875,61.14150680534818,59.60547970472136,60.35476289036674,7959365
2016-03-22,60.27982711791992,60.279827117919915,59.23083528140668,59.9051855430004,7772325
2016-03-23,59.792816162109375,60.61702673888171,59.60549531663482,60.61702673888171,5501907
2016-03-24,58.444095611572266,59.30577252351996,58.29424124278907,59.08098525376744,4160689
2016-03-29,59.455631256103516,59.568024899229016,58.70634792403774,59.04352885341424,7206953
2016-03-30,61.25390625,61.740941510287996,59.75533973623853,59.94266055045871,9007855
2016-03-31,60.916744232177734,60.99167143073841,60.35478166810443,60.879277774607985,7500625
2016-04-01,60.916744232177734,60.99167143073841,59.980139958722226,60.242388011974,6825484
2016-04-04,61.14151382446289,61.441228276444015,60.39223055279894,60.729411454994334,4727795
2016-04-05,59.755332946777344,60.65447046624228,59.26829774182678,60.65447046624228,9597605
2016-04-06,60.31730651855469,60.31730651855468,58.968594272502386,59.53055675559451,7126573
2016-04-07,60.1299934387207,60.916743303055085,60.055066241302846,60.50463514238875,4804538
2016-04-08,61.51615905761719,61.51615905761719,60.61702136567204,60.654482101499234,8055177
2016-04-11,61.40375518798828,61.96571758098357,60.916725687320685,61.32882801223766,5607168
2016-04-12,60.27982711791992,60.80432875275331,59.71786475554064,60.72940158108475,10294760
2016-04-13,62.45276641845703,62.64008725697464,60.09252270981942,60.65448522537226,14594532
2016-04-14,61.982322692871094,62.84482057715326,61.629478570574406,62.727205869721026,10058123
2016-04-15,61.43345642089844,61.94311616807494,60.96300357047881,61.94311616807494,8436203
2016-04-18,61.002193450927734,61.82548421397541,61.002193450927734,61.04139435461712,7411925
2016-04-19,61.943111419677734,62.295949534911664,61.55106641069243,61.55106641069243,7659666
2016-04-20,61.82550048828125,62.02152300471976,61.19823202495748,61.78629957427302,8383218
2016-04-21,52.8084602355957,57.3169777297921,52.57323682517767,56.10164182063572,53369477
2016-04-22,52.886863708496094,53.7493674224664,52.259595349945776,52.80845591144374,22908932
2016-04-25,52.02436447143555,53.27890713436994,51.67152640384288,53.00447686156105,12254310
2016-04-26,52.25959396362305,52.80845451056104,52.14197928009882,52.53402423709205,12126196
2016-04-27,52.18117904663086,52.88685508719846,51.78913414314642,52.37720149837308,11492060
2016-04-28,52.45561981201172,52.534027612021234,51.24027797440333,52.18118952091257,8732899
2016-04-29,50.96584701538086,52.10277505594825,50.96584701538086,51.828344768445604,12277754
2016-05-02,50.57380676269531,51.43630459633035,50.53459986847602,51.16187428319177,8234500
2016-05-03,49.78971481323242,50.495397007011704,49.51528451068823,50.45619011430599,10632620
2016-05-04,49.7113037109375,49.98573399526954,49.515281224681544,49.75050760997554,4261696
2016-05-06,48.84880447387695,49.43687195066777,48.84880447387695,49.39766805042822,10375218
2016-05-09,49.7113037109375,50.61300834414122,49.24084794928374,49.55448512371958,11875158
2016-05-10,48.77039337158203,50.29936930593776,48.69198258534558,50.18175462211591,14193434
2016-05-11,48.57437515258789,49.16244264113964,48.299941863290854,49.08403184802652,10463910
2016-05-12,47.94709396362305,48.80959157412933,47.94709396362305,48.37834276887619,11089444
2016-05-13,48.88800048828125,49.28004540957001,47.5942540426676,47.82948039722777,10143034
2016-05-16,49.593692779541016,49.6328966815488,47.94710496668621,48.10392057471734,8859186
2016-05-17,49.280052185058594,50.18175682442377,49.16244048714082,49.75050794992704,7963218
2016-05-18,49.828914642333984,49.94652932870649,48.80959832767992,49.00562081092361,8973357
2016-05-19,48.9664192199707,49.71130528961174,48.9664192199707,49.55448669741375,7819436
2016-05-20,49.86811828613281,49.86811828613281,48.888005874918996,49.397665525176464,7693448
2016-05-23,50.02493667602539,50.18175525942423,49.35846143541244,49.67209561114442,7011526
2016-05-24,50.377784729003906,50.45619253604673,49.55449079078983,49.82892110650582,6639786
2016-05-25,50.65220260620117,50.80902416390881,50.10334210955132,50.76981727894921,7827368
2016-05-26,50.691410064697266,50.926633430723975,50.33856604246097,50.5737953906185,5853933
2016-05-27,50.495391845703125,50.65220743623344,50.103346887246005,50.61300652966652,5250843
2016-05-30,50.9266357421875,50.9266357421875,50.57379768606737,50.652205478301724,3468537
2016-05-31,50.41698455810547,51.122660704728936,50.41698455810547,50.96584511261959,12080626
2016-06-01,49.044822692871094,50.41698301022602,49.00561879604737,50.41698301022602,8488655
2016-06-02,49.397666931152344,49.67209721767687,48.88800726638874,49.16244054397906,5882236
2016-06-03,49.08402633666992,50.456183655885866,48.96641464680505,49.43686738839571,8632605
2016-06-07,49.672096252441406,50.18175590730123,49.51528065808368,49.9465295246989,6257606
2016-06-08,48.9664192199707,49.71130528961174,48.9664192199707,49.63289449797981,7427629
2016-06-09,48.927207946777344,49.162434304094795,48.53516302089312,48.966411841152684,6321262
2016-06-10,47.986305236816406,48.927213769119824,47.86869054862882,48.77039518189162,8024198
2016-06-13,47.90789031982422,48.14311967593154,47.16300732903607,47.51584538106603,8933548
2016-06-14,47.006187438964844,47.82948118908853,46.73175419488,47.43743626130912,9645599
