Date,gold,silver,omx
2016-04-25,118.2300033569336,16.170000076293945,1389.5699462890625
2016-04-26,118.69999694824219,16.290000915527344,1389.800048828125
2016-04-27,119.04000091552734,16.3799991607666,1386.780029296875
2016-04-28,121.29000091552734,16.770000457763672,1389.6099853515625
2016-04-29,123.6500015258789,16.979999542236328,1360.7099609375
2016-05-02,123.23999786376953,16.639999389648438,1352.9100341796875
2016-05-03,122.95999908447266,16.56999969482422,1335.3900146484375
2016-05-04,122.20999908447266,16.489999771118164,1319.1700439453125
2016-05-06,123.18000030517578,16.6299991607666,1309.1700439453125
2016-05-09,120.6500015258789,16.1200008392334,1328.199951171875
2016-05-10,120.9800033569336,16.280000686645508,1332.5799560546875
2016-05-11,122.12000274658203,16.559999465942383,1326.1300048828125
2016-05-12,121.16000366210938,16.219999313354492,1312.280029296875
2016-05-13,121.70999908447266,16.280000686645508,1323.1800537109375
2016-05-16,121.80000305175781,16.31999969482422,1336.1400146484375
2016-05-17,122.22000122070312,16.40999984741211,1331.7099609375
2016-05-18,120.0999984741211,16.0,1340.9300537109375
2016-05-19,119.87000274658203,15.670000076293945,1321.800048828125
2016-05-20,119.70999908447266,15.6899995803833,1342.6800537109375
2016-05-23,119.37000274658203,15.59000015258789,1338.969970703125
2016-05-24,117.30000305175781,15.420000076293945,1357.0999755859375
2016-05-25,116.9800033569336,15.5,1367.0699462890625
2016-05-26,116.58000183105469,15.529999732971191,1376.1500244140625
2016-05-27,115.62000274658203,15.390000343322754,1376.5
2016-05-31,116.05999755859375,15.1899995803833,1369.47998046875
2016-06-01,115.94000244140625,15.170000076293945,1356.75
2016-06-02,115.66999816894531,15.220000267028809,1359.1400146484375
2016-06-03,118.87999725341797,15.609999656677246,1345.43994140625
2016-06-07,118.81999969482422,15.600000381469727,1367.1500244140625
2016-06-08,120.58000183105469,16.209999084472656,1361.489990234375
2016-06-09,121.25,16.469999313354492,1344.0
2016-06-10,121.73999786376953,16.489999771118164,1315.06005859375
2016-06-13,122.63999938964844,16.579999923706055,1294.510009765625
2016-06-14,122.7699966430664,16.540000915527344,1273.969970703125
2016-06-15,123.68000030517578,16.690000534057617,1304.0899658203125
2016-06-16,122.37999725341797,16.309999465942383,1278.7099609375
2016-06-17,123.94999694824219,16.600000381469727,1298.3800048828125
2016-06-20,123.20999908447266,16.649999618530273,1340.2900390625
2016-06-21,120.83999633789062,16.3799991607666,1344.5899658203125
2016-06-22,120.9000015258789,16.420000076293945,1354.5999755859375
2016-06-23,120.11000061035156,16.489999771118164,1360.72998046875
2016-06-27,126.68000030517578,16.8700008392334,1246.0999755859375
2016-06-28,125.31999969482422,16.90999984741211,1278.52001953125
2016-06-29,125.83999633789062,17.3700008392334,1309.5699462890625
2016-06-30,126.47000122070312,17.860000610351562,1323.5799560546875
2016-07-01,128.41000366210938,18.739999771118164,1340.260009765625
2016-07-05,129.47000122070312,18.979999542236328,1303.010009765625
2016-07-06,130.22999572753906,19.100000381469727,1284.5799560546875
2016-07-07,129.74000549316406,18.709999084472656,1305.3299560546875
2016-07-08,130.52000427246094,19.219999313354492,1326.2099609375
2016-07-11,129.2899932861328,19.299999237060547,1350.0899658203125
2016-07-12,127.1500015258789,19.09000015258789,1354.510009765625
2016-07-13,128.32000732421875,19.389999389648438,1356.3499755859375
2016-07-14,127.33000183105469,19.25,1364.9200439453125
2016-07-15,126.83999633789062,19.079999923706055,1372.800048828125
2016-07-18,127.04000091552734,19.100000381469727,1368.25
2016-07-19,127.20999908447266,18.920000076293945,1371.9000244140625
2016-07-20,125.38999938964844,18.420000076293945,1386.5899658203125
2016-07-21,127.30000305175781,18.8799991607666,1381.699951171875
2016-07-22,126.3499984741211,18.670000076293945,1377.469970703125
2016-07-25,125.47000122070312,18.540000915527344,1385.969970703125
2016-07-26,126.0,18.65999984741211,1382.72998046875
2016-07-27,128.02999877929688,19.3700008392334,1387.510009765625
2016-07-28,127.66000366210938,19.209999084472656,1382.0799560546875
2016-07-29,128.97999572753906,19.350000381469727,1386.6600341796875
2016-08-01,129.22000122070312,19.43000030517578,1379.4599609375
2016-08-02,130.27000427246094,19.600000381469727,1358.6199951171875
2016-08-03,129.64999389648438,19.3799991607666,1352.3399658203125
2016-08-04,129.8699951171875,19.350000381469727,1365.8499755859375
2016-08-05,127.55000305175781,18.709999084472656,1378.8299560546875
2016-08-08,127.44000244140625,18.739999771118164,1385.6800537109375
2016-08-09,127.95999908447266,18.8700008392334,1411.3499755859375
2016-08-10,128.55999755859375,19.15999984741211,1405.989990234375
2016-08-11,127.66999816894531,18.959999084472656,1416.9000244140625
2016-08-12,127.4000015258789,18.719999313354492,1414.2099609375
2016-08-15,127.83999633789062,18.829999923706055,1421.5799560546875
2016-08-16,128.47000122070312,18.81999969482422,1406.260009765625
2016-08-17,128.5,18.68000030517578,1392.050048828125
2016-08-18,129.11000061035156,18.770000457763672,1403.02001953125
2016-08-19,127.97000122070312,18.350000381469727,1393.6099853515625
2016-08-22,127.77999877929688,17.969999313354492,1391.469970703125
2016-08-23,127.76000213623047,17.93000030517578,1406.550048828125
2016-08-24,126.33999633789062,17.6200008392334,1412.93994140625
2016-08-25,126.2300033569336,17.6299991607666,1405.0799560546875
2016-08-26,126.05000305175781,17.719999313354492,1411.6500244140625
2016-08-29,126.30000305175781,17.899999618530273,1411.97998046875
2016-08-30,125.02999877929688,17.670000076293945,1418.4300537109375
2016-08-31,124.77999877929688,17.719999313354492,1418.1400146484375
2016-09-01,125.29000091552734,17.940000534057617,1417.5899658203125
2016-09-02,126.56999969482422,18.440000534057617,1437.239990234375
2016-09-06,128.7100067138672,19.049999237060547,1435.18994140625
2016-09-07,128.27000427246094,18.780000686645508,1441.52001953125
2016-09-08,127.58999633789062,18.6200008392334,1440.030029296875
2016-09-09,126.75,18.110000610351562,1426.56005859375
2016-09-12,126.58999633789062,18.170000076293945,1417.3599853515625
2016-09-13,125.75,17.93000030517578,1410.7900390625
2016-09-14,126.18000030517578,18.020000457763672,1409.8900146484375
2016-09-15,125.37000274658203,18.040000915527344,1416.8299560546875
2016-09-16,125.05999755859375,17.860000610351562,1405.31005859375
2016-09-19,125.31999969482422,18.200000762939453,1419.010009765625
2016-09-20,125.44000244140625,18.270000457763672,1418.43994140625
2016-09-21,127.2699966430664,18.850000381469727,1422.6600341796875
2016-09-22,127.56999969482422,18.899999618530273,1446.010009765625
2016-09-23,127.6500015258789,18.68000030517578,1437.52001953125
2016-09-26,127.55000305175781,18.40999984741211,1418.18994140625
2016-09-27,126.62000274658203,18.170000076293945,1421.199951171875
2016-09-28,126.22000122070312,18.209999084472656,1425.239990234375
2016-09-29,126.06999969482422,18.110000610351562,1434.81005859375
2016-09-30,125.63999938964844,18.200000762939453,1439.0799560546875
2016-10-03,125.31999969482422,17.8700008392334,1443.4599609375
2016-10-04,120.97000122070312,16.940000534057617,1456.219970703125
2016-10-05,120.77999877929688,16.850000381469727,1452.5
2016-10-06,119.66000366210938,16.440000534057617,1458.3800048828125
2016-10-07,119.73999786376953,16.600000381469727,1451.6500244140625
2016-10-10,120.16000366210938,16.729999542236328,1467.449951171875
2016-10-11,119.55000305175781,16.559999465942383,1455.4100341796875
2016-10-12,119.73999786376953,16.649999618530273,1442.5
2016-10-13,120.02999877929688,16.610000610351562,1426.68994140625
2016-10-14,119.36000061035156,16.559999465942383,1446.0
2016-10-17,119.68000030517578,16.56999969482422,1438.280029296875
2016-10-18,120.41999816894531,16.719999313354492,1458.6300048828125
2016-10-19,121.11000061035156,16.790000915527344,1455.27001953125
2016-10-20,120.73999786376953,16.639999389648438,1465.8399658203125
2016-10-21,120.83000183105469,16.649999618530273,1464.8499755859375
2016-10-24,120.55999755859375,16.700000762939453,1456.7900390625
2016-10-25,121.47000122070312,16.860000610351562,1451.27001953125
2016-10-26,120.79000091552734,16.709999084472656,1454.2099609375
2016-10-27,121.01000213623047,16.729999542236328,1456.550048828125
2016-10-28,121.58000183105469,16.8700008392334,1459.3599853515625
2016-10-31,121.94000244140625,16.969999313354492,1446.3499755859375
2016-11-01,122.7300033569336,17.40999984741211,1431.8699951171875
2016-11-02,123.63999938964844,17.559999465942383,1417.3699951171875
2016-11-03,124.30000305175781,17.420000076293945,1421.010009765625
2016-11-04,124.38999938964844,17.459999084472656,1406.0999755859375
2016-11-07,122.1500015258789,17.290000915527344,1431.77001953125
2016-11-08,121.63999938964844,17.399999618530273,1439.4300537109375
2016-11-09,121.55999755859375,17.450000762939453,1456.7099609375
2016-11-10,119.75,17.559999465942383,1460.52001953125
2016-11-11,117.0999984741211,16.469999313354492,1451.530029296875
2016-11-14,116.11000061035156,16.0,1443.0899658203125
2016-11-15,117.12000274658203,16.190000534057617,1466.4599609375
2016-11-16,116.7699966430664,16.09000015258789,1458.25
2016-11-17,116.16999816894531,15.84000015258789,1472.050048828125
2016-11-18,115.1500015258789,15.729999542236328,1476.469970703125
2016-11-21,115.58000183105469,15.720000267028809,1478.5799560546875
2016-11-22,115.54000091552734,15.800000190734863,1485.050048828125
2016-11-23,113.25,15.520000457763672,1482.6300048828125
2016-11-25,112.61000061035156,15.630000114440918,1491.22998046875
2016-11-28,113.80000305175781,15.770000457763672,1472.6800537109375
2016-11-29,113.2699966430664,15.779999732971191,1467.1800537109375
2016-11-30,111.75,15.65999984741211,1481.1400146484375
2016-12-01,111.54000091552734,15.65999984741211,1477.949951171875
2016-12-02,112.13999938964844,15.829999923706055,1470.0799560546875
2016-12-05,111.54000091552734,15.880000114440918,1483.2900390625
2016-12-06,111.43000030517578,15.850000381469727,1492.1700439453125
2016-12-07,111.83000183105469,16.229999542236328,1503.949951171875
2016-12-08,111.56999969482422,16.139999389648438,1520.1500244140625
2016-12-09,110.4000015258789,15.970000267028809,1534.27001953125
2016-12-12,110.81999969482422,16.190000534057617,1537.9300537109375
2016-12-13,110.44999694824219,16.040000915527344,1551.0
2016-12-14,108.83000183105469,15.930000305175781,1541.3900146484375
2016-12-15,107.33999633789062,15.180000305175781,1550.52001953125
2016-12-16,108.05000305175781,15.270000457763672,1548.199951171875
2016-12-19,108.58999633789062,15.170000076293945,1542.7099609375
2016-12-20,107.79000091552734,15.239999771118164,1536.719970703125
2016-12-21,107.8499984741211,15.119999885559082,1525.469970703125
2016-12-22,107.58999633789062,14.979999542236328,1519.5400390625
2016-12-23,107.93000030517578,14.90999984741211,1525.800048828125
2016-12-27,108.55999755859375,15.130000114440918,1533.31005859375
2016-12-28,108.86000061035156,15.199999809265137,1527.300048828125
2016-12-29,110.29000091552734,15.319999694824219,1518.3699951171875
2016-12-30,109.61000061035156,15.109999656677246,1517.199951171875
2017-01-03,110.47000122070312,15.4399995803833,1534.699951171875
2017-01-04,110.86000061035156,15.579999923706055,1530.9300537109375
2017-01-05,112.58000183105469,15.760000228881836,1522.0999755859375
2017-01-09,112.66999816894531,15.699999809265137,1509.8199462890625
2017-01-10,113.1500015258789,15.90999984741211,1510.0899658203125
2017-01-11,113.5,15.869999885559082,1511.8800048828125
2017-01-12,113.91000366210938,15.90999984741211,1503.31005859375
2017-01-13,114.20999908447266,15.9399995803833,1522.489990234375
2017-01-17,115.8499984741211,16.280000686645508,1507.3199462890625
2017-01-18,114.87000274658203,16.190000534057617,1515.989990234375
2017-01-19,114.7699966430664,16.1200008392334,1513.9200439453125
2017-01-20,115.05000305175781,16.190000534057617,1525.489990234375
2017-01-23,115.79000091552734,16.290000915527344,1504.68994140625
2017-01-24,115.2699966430664,16.219999313354492,1522.8499755859375
2017-01-25,114.31999969482422,16.100000381469727,1545.989990234375
2017-01-26,113.26000213623047,15.930000305175781,1553.8900146484375
2017-01-27,113.48999786376953,16.219999313354492,1538.760009765625
2017-01-30,113.97000122070312,16.229999542236328,1528.8900146484375
2017-01-31,115.55000305175781,16.6299991607666,1536.75
2017-02-01,115.19999694824219,16.610000610351562,1547.31005859375
2017-02-02,115.83999633789062,16.559999465942383,1551.8499755859375
2017-02-03,116.12999725341797,16.56999969482422,1557.31005859375
2017-02-06,117.69999694824219,16.81999969482422,1548.9000244140625
2017-02-07,117.45999908447266,16.790000915527344,1550.93994140625
2017-02-08,118.19000244140625,16.84000015258789,1549.239990234375
2017-02-09,117.29000091552734,16.75,1557.5
2017-02-10,117.5999984741211,17.020000457763672,1562.72998046875
2017-02-13,116.80000305175781,16.889999389648438,1572.1800537109375
2017-02-14,116.93000030517578,17.010000228881836,1569.75
2017-02-15,117.44999694824219,17.040000915527344,1574.02001953125
2017-02-16,118.08000183105469,17.149999618530273,1576.3299560546875
2017-02-17,117.68000030517578,17.059999465942383,1570.5899658203125
2017-02-21,117.75,17.030000686645508,1590.0899658203125
2017-02-22,117.91000366210938,17.110000610351562,1582.1300048828125
2017-02-23,118.94000244140625,17.239999771118164,1588.300048828125
2017-02-24,119.69999694824219,17.399999618530273,1569.8599853515625
2017-02-27,119.12000274658203,17.270000457763672,1564.6300048828125
2017-02-28,119.2300033569336,17.3700008392334,1570.1700439453125
2017-03-01,119.05999755859375,17.440000534057617,1591.3699951171875
2017-03-02,117.58000183105469,16.799999237060547,1580.530029296875
2017-03-03,117.51000213623047,16.979999542236328,1581.3199462890625
2017-03-06,116.72000122070312,16.829999923706055,1575.52001953125
2017-03-07,115.77999877929688,16.549999237060547,1575.77001953125
2017-03-08,115.05999755859375,16.31999969482422,1578.22998046875
2017-03-09,114.47000122070312,16.059999465942383,1583.72998046875
2017-03-10,114.72000122070312,16.149999618530273,1587.9300537109375
2017-03-13,114.73999786376953,16.06999969482422,1594.7099609375
2017-03-14,114.12000274658203,15.989999771118164,1586.0
2017-03-15,116.25,16.43000030517578,1588.8900146484375
2017-03-16,116.7300033569336,16.399999618530273,1593.25
2017-03-17,116.98999786376953,16.469999313354492,1584.969970703125
2017-03-20,117.51000213623047,16.5,1583.25
2017-03-21,118.54000091552734,16.610000610351562,1570.8800048828125
2017-03-22,118.83000183105469,16.6200008392334,1562.9599609375
2017-03-23,118.66999816894531,16.670000076293945,1581.280029296875
2017-03-24,118.86000061035156,16.809999465942383,1579.699951171875
2017-03-27,119.52999877929688,17.149999618530273,1574.510009765625
2017-03-28,119.04000091552734,17.18000030517578,1580.0899658203125
2017-03-29,119.33000183105469,17.25,1584.4300537109375
2017-03-30,118.47000122070312,17.149999618530273,1583.8800048828125
2017-03-31,118.72000122070312,17.25,1587.6300048828125
2017-04-03,119.3499984741211,17.239999771118164,1571.4100341796875
2017-04-04,119.62000274658203,17.329999923706055,1567.300048828125
2017-04-05,119.62000274658203,17.31999969482422,1558.56005859375
2017-04-06,119.18000030517578,17.260000228881836,1564.050048828125
2017-04-07,119.45999908447266,17.030000686645508,1569.6700439453125
2017-04-10,119.45999908447266,17.0,1572.469970703125
2017-04-11,121.19000244140625,17.309999465942383,1570.9100341796875
2017-04-12,122.0199966430664,17.459999084472656,1575.02001953125
2017-04-13,122.5999984741211,17.530000686645508,1572.81005859375
2017-04-18,122.81999969482422,17.34000015258789,1557.2099609375
2017-04-19,121.7300033569336,17.18000030517578,1565.72998046875
2017-04-20,121.95999908447266,17.059999465942383,1568.739990234375
2017-04-21,122.30999755859375,17.020000457763672,1573.25
2017-04-24,121.4800033569336,16.979999542236328,1609.27001953125
2017-04-25,120.25,16.68000030517578,1617.050048828125
2017-04-26,120.83999633789062,16.56999969482422,1620.280029296875
2017-04-27,120.38999938964844,16.3700008392334,1616.5799560546875
2017-04-28,120.7699966430664,16.299999237060547,1626.989990234375
2017-05-02,119.6500015258789,15.930000305175781,1636.510009765625
2017-05-03,117.9800033569336,15.59000015258789,1633.989990234375
2017-05-04,116.79000091552734,15.430000305175781,1638.3299560546875
2017-05-05,117.01000213623047,15.5,1642.0400390625
2017-05-08,116.75,15.40999984741211,1639.489990234375
2017-05-09,116.05000305175781,15.300000190734863,1653.1099853515625
2017-05-10,116.04000091552734,15.350000381469727,1649.6500244140625
2017-05-11,116.5,15.449999809265137,1642.02001953125
2017-05-12,116.83000183105469,15.569999694824219,1646.449951171875
2017-05-15,117.13999938964844,15.75,1649.8399658203125
2017-05-16,117.6500015258789,15.930000305175781,1653.06005859375
2017-05-17,119.79000091552734,16.0,1628.3699951171875
2017-05-18,118.80999755859375,15.710000038146973,1615.27001953125
2017-05-19,119.4000015258789,15.9399995803833,1629.2099609375
2017-05-22,119.9000015258789,16.229999542236328,1629.2099609375
2017-05-23,119.13999938964844,16.149999618530273,1641.7099609375
2017-05-24,119.61000061035156,16.280000686645508,1638.8900146484375
2017-05-26,120.54000091552734,16.399999618530273,1635.77001953125
2017-05-30,120.13999938964844,16.469999313354492,1639.739990234375
2017-05-31,120.62000274658203,16.389999389648438,1639.1099853515625
2017-06-01,120.72000122070312,16.3799991607666,1641.3199462890625
2017-06-02,121.61000061035156,16.59000015258789,1646.6700439453125
2017-06-05,121.7300033569336,16.6299991607666,1637.9000244140625
2017-06-07,122.44999694824219,16.649999618530273,1640.5400390625
2017-06-08,121.6500015258789,16.489999771118164,1643.77001953125
2017-06-09,120.54000091552734,16.280000686645508,1654.800048828125
2017-06-12,120.36000061035156,16.040000915527344,1638.800048828125
2017-06-13,120.4800033569336,15.949999809265137,1648.6099853515625
2017-06-14,119.81999969482422,15.949999809265137,1639.5999755859375
2017-06-15,119.31999969482422,15.880000114440918,1624.969970703125
2017-06-16,119.33999633789062,15.789999961853027,1635.9300537109375
2017-06-19,118.43000030517578,15.609999656677246,1653.4000244140625
2017-06-20,118.18000030517578,15.59000015258789,1647.6700439453125
2017-06-21,118.5199966430664,15.539999961853027,1641.7099609375
2017-06-22,118.91999816894531,15.680000305175781,1645.3599853515625
2017-06-26,118.36000061035156,15.680000305175781,1643.52001953125
2017-06-27,118.80999755859375,15.789999961853027,1628.5400390625
2017-06-28,118.9000015258789,15.920000076293945,1630.97998046875
2017-06-29,118.31999969482422,15.729999542236328,1613.219970703125
2017-06-30,118.0199966430664,15.710000038146973,1602.530029296875
2017-07-03,116.08999633789062,15.300000190734863,1627.4100341796875
2017-07-05,116.5199966430664,15.180000305175781,1627.2099609375
2017-07-06,116.47000122070312,15.149999618530273,1620.989990234375
2017-07-07,115.27999877929688,14.729999542236328,1617.0
2017-07-10,115.47000122070312,14.829999923706055,1624.81005859375
2017-07-11,115.62000274658203,14.989999771118164,1621.5699462890625
2017-07-12,116.02999877929688,15.050000190734863,1650.5899658203125
2017-07-13,115.81999969482422,14.869999885559082,1642.489990234375
2017-07-14,116.7699966430664,15.079999923706055,1646.8299560546875
2017-07-17,117.29000091552734,15.220000267028809,1639.3299560546875
2017-07-18,118.11000061035156,15.380000114440918,1607.3599853515625
2017-07-19,118.08000183105469,15.399999618530273,1609.9599609375
2017-07-20,118.23999786376953,15.420000076293945,1597.8399658203125
2017-07-21,119.26000213623047,15.600000381469727,1581.3699951171875
2017-07-24,119.30999755859375,15.579999923706055,1566.8800048828125
2017-07-25,118.91999816894531,15.59000015258789,1568.9100341796875
2017-07-26,119.87999725341797,15.75,1580.219970703125
2017-07-27,119.79000091552734,15.680000305175781,1570.47998046875
2017-07-28,120.69000244140625,15.8100004196167,1557.56005859375
2017-07-31,120.75,15.899999618530273,1548.18994140625
2017-08-01,120.6500015258789,15.789999961853027,1566.31005859375
2017-08-02,120.4000015258789,15.670000076293945,1563.199951171875
2017-08-03,120.58999633789062,15.720000267028809,1559.6600341796875
2017-08-04,119.6500015258789,15.380000114440918,1573.469970703125
2017-08-07,119.51000213623047,15.329999923706055,1575.469970703125
2017-08-08,119.86000061035156,15.5600004196167,1581.3199462890625
2017-08-09,121.30999755859375,15.979999542236328,1571.199951171875
2017-08-10,122.20999908447266,16.18000030517578,1554.75
2017-08-11,122.79000091552734,16.170000076293945,1538.9599609375
2017-08-14,121.91999816894531,16.1299991607666,1554.5799560546875
2017-08-15,120.9800033569336,15.739999771118164,1543.3699951171875
2017-08-16,121.87000274658203,16.149999618530273,1552.1600341796875
2017-08-17,122.48999786376953,16.1200008392334,1540.0899658203125
2017-08-18,122.30000305175781,16.100000381469727,1532.1199951171875
2017-08-21,122.76000213623047,16.06999969482422,1524.25
2017-08-22,122.20999908447266,16.06999969482422,1543.760009765625
2017-08-23,122.66999816894531,16.149999618530273,1542.1400146484375
2017-08-24,122.29000091552734,16.030000686645508,1537.989990234375
2017-08-25,122.73999786376953,16.110000610351562,1540.8199462890625
2017-08-28,124.69000244140625,16.5,1536.8800048828125
2017-08-29,124.41999816894531,16.420000076293945,1520.9000244140625
2017-08-30,124.36000061035156,16.459999084472656,1535.9599609375
2017-08-31,125.81999969482422,16.649999618530273,1546.8599853515625
2017-09-01,126.05999755859375,16.729999542236328,1558.7900390625
2017-09-05,127.45999908447266,16.90999984741211,1546.989990234375
2017-09-06,126.80999755859375,16.8700008392334,1541.27001953125
2017-09-07,128.1300048828125,17.100000381469727,1553.02001953125
2017-09-08,127.97000122070312,17.020000457763672,1552.3199462890625
2017-09-11,126.19000244140625,16.770000457763672,1572.1600341796875
2017-09-12,126.55999755859375,16.889999389648438,1580.1300048828125
2017-09-13,125.61000061035156,16.760000228881836,1580.0400390625
2017-09-14,126.16000366210938,16.770000457763672,1587.52001953125
2017-09-15,125.52999877929688,16.6200008392334,1578.8699951171875
2017-09-18,124.36000061035156,16.270000457763672,1582.780029296875
2017-09-19,124.62000274658203,16.360000610351562,1584.4300537109375
2017-09-20,123.62000274658203,16.190000534057617,1585.3800048828125
2017-09-21,122.68000030517578,16.030000686645508,1596.31005859375
2017-09-22,123.23999786376953,16.049999237060547,1600.77001953125
2017-09-25,124.52999877929688,16.209999084472656,1604.0999755859375
2017-09-26,123.13999938964844,15.90999984741211,1610.760009765625
2017-09-27,121.9800033569336,15.829999923706055,1623.77001953125
2017-09-28,122.20999908447266,15.920000076293945,1624.97998046875
2017-09-29,121.58000183105469,15.739999771118164,1637.8199462890625
2017-10-02,120.7699966430664,15.670000076293945,1640.6500244140625
2017-10-03,120.83000183105469,15.710000038146973,1649.1800537109375
2017-10-04,121.16999816894531,15.6899995803833,1651.0899658203125
2017-10-05,120.5199966430664,15.6899995803833,1653.1500244140625
2017-10-06,121.08999633789062,15.850000381469727,1646.280029296875
2017-10-09,122.08000183105469,16.020000457763672,1647.9200439453125
2017-10-10,122.4000015258789,16.149999618530273,1644.3399658203125
2017-10-11,122.79000091552734,16.25,1641.699951171875
